transaction_type,purchaseId,employeeId,department,location,purchaseDate,approvalDate,invoiceNumber,invoiceDate,paymentDate,vendorName,vendorRegistrationDate,contractDate,vendorBankAccount,vendorAddress,vendorContact,itemId,itemDescription,category,unitPrice,quantity,amountTotal,status,contractId,is_fraud,purchase_month,purchase_dayofweek,purchase_quarter,is_weekend,days_to_approval,days_purchase_to_invoice,days_invoice_to_payment,vendor_age_at_contract,log_amount,log_unitprice,amount_zscore,amount_vs_category_median,amount_consistency_ratio,employee_daily_tx,vendor_tx_count,invoice_frequency,amount_vs_employee_avg,transaction_type_enc,department_enc,location_enc,category_enc,itemDescription_enc,status_enc,employee_tx_frequency
expense,PO84193627,EMP0005,Finance,Makassar,2024-11-16,2024-11-19,INV4045610,2024-11-17,2024-12-06,PD Pranowo (Persero) Tbk,2024-11-06,2024-11-13,GTGH69638182051493,"Jl. Setiabudhi No. 930, Banjarbaru, Jawa Barat 15874",+62 (587) 957-8273,ITEM307093,Furniture Kantor,Akomodasi,14275000.0,1,14275000.0,Approved,CTR750940,1,11,5,4,1,3,1,19,7,16.474020383558884,16.474020383558884,0.8901413677831714,11.43829211675311,0.9999999299474654,1,61,1,3.032250095695608,0,0,3,0,3,0,29
procurement,PO98574024,EMP0016,Marketing,Yogyakarta,2023-03-18,2023-03-26,INV56136,2023-03-21,2023-04-06,CV Maheswara Tbk,2020-10-16,2021-09-19,FTSS74834724606681,"Jl. Sukajadi No. 74, Subulussalam, AC 47370",(099) 268 9373,ITEM105636,Server,Transportasi,10841000.0,1,10841000.0,Approved,CTR61985,1,3,5,1,1,8,3,16,338,16.19884589288584,16.19884589288584,0.6190568007866453,38.03846302293676,0.9999999077575954,1,42,1,4.415884148316029,1,4,7,7,13,0,32
procurement,PO44644229,EMP0079,R&D,Bali,2023-02-14,2023-02-20,INV7614036,2023-02-18,2023-03-05,PD Laksita,2019-03-27,2019-10-16,JWMT14827719824094,"Gang PHH. Mustofa No. 0, Pekalongan, SB 19447",+62 (80) 586 9677,ITEM920671,Jasa Cleaning,Komunikasi,234000.0,2,468000.0,Approved,CTR813668,0,2,1,1,0,6,4,15,203,13.056225711649638,12.36308066783498,-0.19980173545533667,0.855574304251729,0.9999978632524289,1,55,1,0.24098854737973874,1,7,0,1,4,0,23
expense,PO34687601,EMP0123,Legal,Bali,2022-04-16,2022-04-20,INV639825,2022-04-18,2022-04-28,PT Wijaya Utami Tbk,2019-04-03,2020-02-16,OPEG53739984491487,"Gg. Rungkut Industri No. 67, Tanjungpinang, Sulawesi Tengah 37502",(001) 637 5206,ITEM597491,Meja Kantor,Komunikasi,471000.0,1,471000.0,Approved,CTR163911,0,4,5,2,1,4,2,10,319,13.062615496138552,13.062615496138552,-0.19956491143058722,0.8610587549200093,0.9999978768622572,1,60,1,0.4532417667679406,0,3,0,1,9,0,39
expense,PO70044650,EMP0001,Operations,Bali,2024-04-19,2024-04-27,INV8895558,2024-04-23,2024-05-01,PT Wijaya Utami Tbk,2019-04-03,2020-01-26,UDYQ61717650285281,"Jalan Laswi No. 24, Tanjungpinang, Sulawesi Tengah 14218",+62-0416-550-1400,ITEM332404,Software License,Akomodasi,357000.0,3,1070000.0,Approved,CTR150406,0,4,4,2,0,8,4,8,298,13.883170141017091,12.785493861878301,-0.15227904782228227,0.8573711078757148,0.9990653603498036,1,60,1,0.6557516555540546,0,5,0,0,14,0,21
expense,PO52046749,EMP0037,Procurement,Semarang,2022-03-27,2022-03-31,INV345723,2022-03-29,2022-04-08,UD Widodo (Persero) Tbk,2020-06-29,2020-10-23,VSKS67228226357293,"Gang Ir. H. Djuanda No. 73, Sorong, KI 70780",+62 (095) 830-1605,ITEM969267,Kamera,Perlengkapan Kantor,168000.0,3,504000.0,Approved,CTR680193,0,3,6,1,1,4,2,10,116,13.130333531178522,12.031725210748633,-0.1969598471583434,1.072338143961396,0.9999980158769526,1,54,1,0.0787997972184439,0,6,5,6,5,0,44
expense,PO23349263,EMP0100,Marketing,Yogyakarta,2022-03-31,2022-04-06,INV9880040,2022-04-04,2022-04-18,UD Tamba Adriansyah Tbk,2020-07-18,2021-03-30,PZJA75383133632088,"Gang Waringin No. 07, Tanjungpinang, Maluku 72837",+62-017-935-1106,ITEM573314,Catering,Lain-lain,686000.0,1,686000.0,Approved,CTR560997,0,3,3,1,0,6,4,14,255,13.438634364432907,13.438634364432907,-0.18259252299021067,0.8255104386155974,0.9999985422761775,1,46,1,0.08276351302411959,0,4,7,2,2,0,37
procurement,PO85637574,EMP0127,Marketing,Jakarta,2023-12-14,2023-12-18,INV6591858,2023-12-18,2023-12-29,PD Saptono,2020-05-28,2021-04-25,RDVJ15163330724189,"Jl. K.H. Wahid Hasyim No. 339, Sibolga, Bengkulu 43891",085 931 4867,ITEM346171,Konsultasi IT,Perjalanan Dinas,689000.0,2,1378000.0,Approved,CTR843335,0,12,3,4,0,4,4,11,332,14.136144456244882,13.442998001373553,-0.12796511461467305,0.9480557632915285,0.9999992743111217,1,48,1,0.8330593461080039,1,4,2,5,7,0,28
expense,PO94844588,EMP0019,Finance,Bandung,2023-02-21,2023-03-01,INV8179353,2023-02-25,2023-03-16,Perum Januar Usada (Persero) Tbk,2021-04-19,2022-01-24,HSIC94874185641289,"Gg. Waringin No. 1, Semarang, ST 02783",+62 (008) 363-6816,ITEM178419,Jasa Cleaning,Akomodasi,560000.0,2,1119000.0,Approved,CTR926421,0,2,1,1,0,8,4,19,280,13.927946880948712,13.235693848424024,-0.1484109220847081,0.8966338969279672,0.9991062507979903,1,55,1,0.299175382812147,0,0,1,0,4,0,25
procurement,PO53333488,EMP0053,Marketing,Bali,2024-01-21,2024-01-27,INV7594695,2024-01-24,2024-02-01,PD Lestari Wulandari,2021-06-12,2022-04-15,QIWW22213932728482,"Gang Jamika No. 794, Tanjungbalai, KU 37023",(0071) 548-3103,ITEM137222,Jasa Cleaning,Perjalanan Dinas,505000.0,3,1516000.0,Approved,CTR563708,0,1,6,1,1,6,3,8,307,14.231586504814842,13.132315688453556,-0.1170712094761988,1.042998938425223,1.0006594055053428,1,56,1,1.115724328845361,1,4,0,5,4,0,33
expense,PO52866908,EMP0024,Legal,Yogyakarta,2023-04-06,2023-04-14,INV6442011,2023-04-07,2023-04-15,UD Hidayanto (Persero) Tbk,2019-04-08,2019-09-26,YPNG97306355166445,"Gg. Peta No. 08, Tangerang Selatan, Kalimantan Timur 87233",+62 (656) 859-2952,ITEM426546,Catering,Perlengkapan Kantor,118000.0,3,354000.0,Approved,CTR676314,0,4,3,2,0,8,1,8,171,12.777055016970678,11.678448377988165,-0.2088010483958154,0.753189886830028,0.9999971751492227,1,43,1,0.23156915577343118,0,3,7,6,2,0,30
expense,PO19461058,EMP0111,Operations,Makassar,2023-10-08,2023-10-10,INV3387319,2023-10-11,2023-10-16,CV Sihombing Agustina Tbk,2019-08-28,2020-01-02,OUXM84683312429187,"Jl. Raya Setiabudhi No. 3, Makassar, BB 27490",+62 (41) 058 1811,ITEM461989,Konsultasi IT,Pelatihan,4329000.0,1,4329000.0,Approved,CTR695958,0,10,6,4,1,2,3,5,127,15.280847357424323,15.280847357424323,0.10499078439719318,1.144329594414593,0.9999997689998223,1,55,1,0.5745589681350955,0,5,3,4,7,0,38
procurement,PO29547984,EMP0091,HR,Makassar,2023-03-07,2023-03-11,INV3194341,2023-03-11,2023-03-15,CV Sudiati Tbk,2019-07-21,2020-06-19,UIKN70171728907727,"Jalan Ahmad Yani No. 8, Sibolga, Jawa Timur 80448",+62 (067) 856 5830,ITEM567714,Kamera,Akomodasi,593000.0,2,1186000.0,Approved,CTR726536,0,3,1,1,0,4,4,4,334,13.986097701709772,13.292951364319082,-0.14312185219863724,0.950319751346353,0.9999991568303905,1,44,1,0.327326702274463,1,1,3,0,5,0,31
procurement,PO91275162,EMP0056,HR,Jakarta,2023-04-19,2023-04-22,INV9100066,2023-04-23,2023-04-26,Perum Kuswandari Mandala,2021-01-28,2022-02-08,QXJF48733686190830,"Jl. Sentot Alibasa No. 744, Tegal, Aceh 53961",+62 (039) 605 8109,ITEM298352,Konsultasi IT,Pelatihan,3312000.0,1,3312000.0,Approved,CTR479927,0,4,2,2,0,3,4,3,376,15.013063096419609,15.013063096419609,0.024707440007132875,0.8754954069533685,0.999999698067724,1,46,1,2.456442420515467,1,1,2,4,7,0,31
expense,PO63505250,EMP0117,Operations,Semarang,2024-10-13,2024-10-15,INV4721019,2024-10-16,2024-10-22,Perum Rahayu (Persero) Tbk,2024-10-02,2024-10-05,ZXRO13394891637047,"Gang Kutisari Selatan No. 1, Bau-Bau, KI 85116",(0401) 784-7115,ITEM452765,Jasa Cleaning,Komunikasi,8629000.0,1,8629000.0,Approved,CTR553353,1,10,6,4,1,2,3,6,3,15.970639297378721,15.970639297378721,0.4444385532047245,15.775108272196944,0.9999998841117297,1,48,1,4.6088026658310195,0,5,5,1,4,0,42
procurement,PO14395247,EMP0069,Procurement,Medan,2022-07-20,2022-07-23,INV9775635,2022-07-23,2022-08-05,PD Pratama,2019-07-14,2020-05-30,UJMU60314461883886,"Gang K.H. Wahid Hasyim No. 25, Depok, Kalimantan Barat 67463",0854692617,ITEM835685,Kamera,Lain-lain,446000.0,2,893000.0,Approved,CTR730978,0,7,2,3,0,3,3,13,321,13.702342979678837,13.008076473152153,-0.16625166528249927,1.0746076117838608,1.001119953901397,1,45,1,0.26026794711737977,1,6,4,2,5,0,51
procurement,PO17991712,EMP0053,Operations,Makassar,2023-05-06,2023-05-08,INV8721340,2023-05-10,2023-05-22,PD Sitompul,2019-03-18,2019-05-26,BYXA87240886645236,"Gang Moch. Toha No. 31, Pariaman, JB 17131",(000) 826 0731,ITEM623570,Meja Kantor,Makan & Hiburan,142000.0,2,285000.0,Approved,CTR347800,0,5,5,2,1,2,4,12,69,12.560247968016562,11.863589378812122,-0.21424800096505253,0.805082471518442,1.003517593247911,1,48,1,0.2097502860955989,1,5,3,3,9,0,33
procurement,PO21764432,EMP0015,Legal,Semarang,2024-01-06,2024-01-11,INV9155690,2024-01-07,2024-01-10,PD Firgantoro,2020-02-15,2020-06-22,FTZR55022106261178,"Jl. Ahmad Yani No. 6, Kotamobagu, GO 28056",+62 (926) 795-4006,ITEM11594,Kendaraan Operasional,Makan & Hiburan,55000.0,3,166000.0,Approved,CTR801853,0,1,5,1,1,5,1,3,128,12.019749091416921,10.915106645867503,-0.223642020613447,0.4689252290247768,1.006054508760553,1,44,1,0.07113860819294084,1,3,5,3,6,0,53
expense,PO99589643,EMP0081,Legal,Surabaya,2022-01-28,2022-02-05,INV9396708,2022-01-29,2022-02-08,UD Prasetya Nainggolan,2020-03-21,2020-07-01,WFAM52288674358030,"Gg. W.R. Supratman No. 0, Kendari, KU 90463",+62 (29) 482-9117,ITEM393653,Printer,Transportasi,59000.0,3,176000.0,Approved,CTR397709,0,1,4,1,0,8,1,10,102,12.07824495582233,10.985309671896763,-0.22285260719761554,0.6175416928361654,0.9943446647194084,1,50,1,0.07938757579662793,0,3,6,7,10,0,34
expense,PO99703046,EMP0037,HR,Semarang,2023-09-06,2023-09-12,INV5632311,2023-09-10,2023-09-23,UD Natsir (Persero) Tbk,2021-02-06,2022-03-11,WMJD53121214838825,"Gang Merdeka No. 408, Metro, NT 95070",(0984) 408 9714,ITEM919763,Meja Kantor,Makan & Hiburan,216000.0,2,432000.0,Approved,CTR685652,0,9,2,3,0,6,4,13,398,12.976183182038383,12.283038316285214,-0.20264362375232994,1.2203355357753227,0.9999976851905436,1,61,1,0.06754268333009478,0,1,5,3,9,0,44
expense,PO82207930,EMP0037,Operations,Bali,2024-03-04,2024-03-09,INV2105157,2024-03-07,2024-03-15,UD Siregar Hakim (Persero) Tbk,2021-08-25,2022-07-05,CESC56913651883153,"Gang Rajawali Barat No. 1, Padang, LA 63207",(0492) 926 2244,ITEM222048,Laptop,Perlengkapan Kantor,191000.0,2,382000.0,Approved,CTR156794,0,3,0,1,0,5,3,8,314,12.853178505386333,12.160033942617156,-0.2065906908314873,0.8127642281612166,0.9999973822058057,1,57,1,0.05972524312985233,0,5,0,6,8,0,44
expense,PO28790397,EMP0110,Legal,Makassar,2023-06-24,2023-06-26,INV2360213,2023-06-28,2023-07-07,PD Mustofa Suwarno Tbk,2021-06-17,2022-02-14,LIIJ92289424166447,"Jalan Cihampelas No. 775, Banjarmasin, KI 80661",+62 (535) 171-1439,ITEM506704,AC,Lain-lain,242000.0,3,727000.0,Approved,CTR259724,0,6,5,2,1,2,4,9,242,13.49668313203053,12.396697137361691,-0.17935592798530164,0.874848526054722,1.0013760311624915,1,50,1,0.7902852527553996,0,3,3,2,0,0,25
procurement,PO3589799,EMP0041,R&D,Surabaya,2023-03-08,2023-03-10,INV6002827,2023-03-11,2023-03-24,PD Damanik Mulyani,2019-08-16,2020-04-05,ZIHT45651834475056,"Jalan R.E Martadinata No. 1, Padangpanjang, Kalimantan Utara 30741",+62 (0489) 152 4549,ITEM442553,Konsultasi IT,Akomodasi,647000.0,2,1294000.0,Approved,CTR757713,0,3,2,1,0,2,3,13,233,14.073249526840211,13.380103119076898,-0.1345961873076574,1.0368581435431543,0.9999992272030702,1,42,1,0.4933052657708979,1,7,6,0,7,0,33
expense,PO29261306,EMP0002,Procurement,Bali,2022-01-03,2022-01-08,INV784275,2022-01-05,2022-01-12,UD Wulandari Suartini Tbk,2019-05-09,2020-04-14,ADGE05375882655018,"Jl. M.H Thamrin No. 05, Banjar, YO 14654",(0382) 715 7639,ITEM898457,Software License,Perjalanan Dinas,231000.0,3,692000.0,Approved,CTR94259,0,1,0,1,0,5,2,7,341,13.447342679685468,12.35017731849889,-0.18211887494071177,0.47609186371388806,0.998555557639888,1,52,1,0.06713679563544855,0,6,0,5,14,0,32
procurement,PO97281028,EMP0080,Finance,Surabaya,2024-05-06,2024-05-14,INV3779783,2024-05-07,2024-05-23,PT Anggriawan (Persero) Tbk,2020-12-01,2021-04-17,JOJR08831060287191,"Gg. K.H. Wahid Hasyim No. 846, Yogyakarta, Sulawesi Barat 94400",+62 (0486) 661 6271,ITEM364682,Alat Tulis,Transportasi,310000.0,1,310000.0,Approved,CTR486735,0,5,0,2,0,8,1,16,137,12.644330802262578,12.644330802262578,-0.21227446742547387,1.0877154817000643,0.9999967742039542,1,56,1,0.0569637064848302,1,0,6,7,1,0,33
expense,PO53713435,EMP0014,IT,Medan,2022-03-09,2022-03-13,INV5567971,2022-03-10,2022-03-29,CV Iswahyudi Uyainah,2019-12-30,2020-12-27,LJET64800227288261,"Gang Medokan Ayu No. 422, Mojokerto, RI 03405",+62 (0191) 615-3225,ITEM34862,Catering,Perlengkapan Kantor,180000.0,3,540000.0,Approved,CTR616309,0,3,2,1,0,4,1,19,363,13.199326270390594,12.100717685412471,-0.19411795886135008,1.1489337256729242,0.9999981481515775,1,47,1,0.3223412145277919,0,2,4,6,2,0,33
procurement,PO87706784,EMP0059,Legal,Yogyakarta,2024-05-08,2024-05-09,INV7663612,2024-05-12,2024-05-15,PT Wijaya Utami Tbk,2019-04-03,2020-01-20,XDQQ96909916684790,"Gang Rungkut Industri No. 43, Bitung, Jawa Timur 11807",+62 (006) 521 0662,ITEM741806,Alat Tulis,Akomodasi,508000.0,2,1015000.0,Approved,CTR286986,0,5,2,2,0,1,4,3,292,13.830400155679214,13.138238695062618,-0.15662082160935537,0.8133006303680846,0.9990147647492473,1,60,1,1.4439128758619022,1,3,7,0,1,0,20
procurement,PO19874651,EMP0092,R&D,Semarang,2023-05-04,2023-05-09,INV5570990,2023-05-07,2023-05-19,PD Setiawan (Persero) Tbk,2019-11-27,2020-02-05,QCEI67166205090941,"Gang HOS. Cokroaminoto No. 12, Blitar, Banten 16913",+62-0441-594-8423,ITEM724363,Printer,Komunikasi,264000.0,2,527000.0,Approved,CTR838856,0,5,3,2,0,5,3,12,70,13.174957725054906,12.483708170000067,-0.195144196301931,0.9634351673945751,0.9981041702572533,1,41,1,0.27701188569635726,1,7,5,1,10,0,27
expense,PO90594962,EMP0015,Marketing,Jakarta,2022-02-12,2022-02-14,INV8143930,2022-02-16,2022-02-22,PD Lestari Wulandari,2021-06-12,2021-09-27,KCEA53940511587942,"Jl. KH Amin Jasuta No. 411, Padang Sidempuan, AC 50778",+62-067-058-2884,ITEM833591,Jasa Cleaning,Komunikasi,291000.0,2,582000.0,Approved,CTR365121,0,2,5,1,1,2,4,6,107,13.274227444925158,12.581081982573842,-0.19080242251485793,1.0639834296463808,0.9999982817898938,1,56,1,0.24941367450778051,0,4,2,1,4,0,53
procurement,PO6318823,EMP0035,Finance,Semarang,2023-01-30,2023-01-31,INV8300982,2023-02-01,2023-02-13,UD Widodo (Persero) Tbk,2020-06-29,2020-10-06,SKON11479050252247,"Gang Cihampelas No. 14, Kotamobagu, KR 90769",+62-0003-972-0985,ITEM331510,Furniture Kantor,Lain-lain,419000.0,2,838000.0,Approved,CTR446724,0,1,0,1,0,1,2,12,99,13.63877457278093,12.945628585536271,-0.17059343906957233,1.0084223725362544,0.9999988066840015,1,54,1,0.40356071817296657,1,0,5,2,3,0,35
procurement,PO26053961,EMP0013,R&D,Yogyakarta,2022-08-30,2022-09-07,INV462244,2022-09-03,2022-09-12,CV Setiawan Mustofa,2020-11-08,2021-02-04,YWBA18700481903988,"Jl. Cempaka No. 2, Salatiga, Sulawesi Utara 27334",083 769 5444,ITEM706271,Proyektor,Perlengkapan Kantor,421000.0,1,421000.0,Approved,CTR696120,0,8,1,3,0,8,4,9,88,12.95039048795861,12.95039048795861,-0.20351197850974456,0.8957427750153724,0.9999976247087299,1,55,1,0.26093228094549076,1,7,7,6,11,0,45
expense,PO42490442,EMP0031,Marketing,Bandung,2022-07-27,2022-08-03,INV9060179,2022-07-29,2022-08-15,Perum Setiawan Tbk,2020-12-18,2021-11-18,JOEV43172898002166,"Jl. Dr. Djunjunan No. 9, Pematangsiantar, Papua Barat 93417",+62 (0237) 507-6285,ITEM460717,Security System,Lain-lain,424000.0,2,848000.0,Approved,CTR699723,0,7,2,3,0,7,2,17,335,13.650637094018627,12.95749109270188,-0.16980402565374086,1.0204560523994557,0.9999988207561076,1,59,1,0.9965572104590827,0,4,1,2,12,0,42
procurement,PO89342058,EMP0016,R&D,Makassar,2023-09-13,2023-08-15,INV6277429,2023-09-16,2023-09-22,CV Hutasoit,2020-03-26,2020-11-05,DDVU50372168898374,"Gang Lembong No. 9, Bau-Bau, SG 27441",+62 (084) 771-3808,ITEM734293,Kamera,Makan & Hiburan,2257000.0,1,2257000.0,Approved,CTR567877,1,9,2,3,0,-29,3,6,224,14.629547498865591,14.629547498865591,-0.05857567536308701,6.37568820427061,0.9999995569341795,1,46,1,0.9193478943593099,1,7,3,3,5,0,32
procurement,PO61658816,EMP0075,R&D,Medan,2023-11-08,2023-11-09,INV273348,2023-11-12,2023-11-27,Perum Januar Usada (Persero) Tbk,2021-04-19,2021-07-07,DIDP32173198929682,"Jl. S. Parman No. 1, Kota Administrasi Jakarta Utara, Sumatera Utara 89325",+62 (27) 868-4649,ITEM584081,Konsultasi IT,Akomodasi,766000.0,1,766000.0,Approved,CTR225480,0,11,2,4,0,1,4,15,79,13.548938754204904,13.548938754204904,-0.17627721566355892,0.6137815594699043,0.9999986945186755,1,55,1,0.20470331247907203,1,7,4,0,7,0,27
procurement,PO30504659,EMP0078,Operations,Bandung,2022-08-24,2022-09-02,INV4405817,2022-08-28,2022-09-09,UD Prasasta Widiastuti,2021-04-07,2022-04-08,SCWB41994444704121,"Gg. Sukajadi No. 569, Banjar, Sumatera Utara 81445",(057) 951-8267,ITEM577444,Furniture Kantor,Makan & Hiburan,165000.0,2,330000.0,Approved,CTR908283,0,8,2,3,0,9,4,12,366,12.706850963741102,12.013706813470414,-0.21069564059381093,0.9322007564950382,0.9999969697061524,1,51,1,0.14326702025701424,1,5,1,3,3,0,41
expense,PO80231102,EMP0118,Legal,Yogyakarta,2023-01-11,2023-01-19,INV5271217,2023-01-13,2023-01-23,UD Nuraini Simanjuntak (Persero) Tbk,2021-02-25,2022-02-12,DTIT34677029576503,"Gang Sadang Serang No. 900, Palu, Sumatera Barat 31370",+62 (73) 652 5760,ITEM853013,Catering,Makan & Hiburan,130000.0,2,259000.0,Approved,CTR30949,0,1,2,1,0,8,2,10,352,12.464587201678082,11.775297421715827,-0.21630047584621434,0.731636351309742,0.9961500148076353,1,48,1,0.025477883517786605,0,3,7,3,2,0,28
procurement,PO41172672,EMP0133,R&D,Bandung,2022-09-04,2022-09-07,INV3350668,2022-09-08,2022-09-21,PT Pratiwi Widiastuti Tbk,2021-04-12,2021-08-23,FHME03728228787746,"Jl. Jamika No. 11, Banjarmasin, AC 90890",+62 (119) 910 5321,ITEM464465,Furniture Kantor,Akomodasi,394000.0,2,789000.0,Approved,CTR234878,0,9,6,3,1,3,4,13,133,13.578522867254332,12.884108726347916,-0.17446156480714653,0.632211031882186,1.0012677648886232,1,60,1,0.07444342097560115,1,7,1,0,3,0,23
procurement,PO98711233,EMP0028,Legal,Bandung,2023-04-25,2023-04-30,INV6623017,2023-04-27,2023-05-14,PD Laksita,2019-03-27,2019-10-04,WNRA88328914726271,"Gg. Gardujati No. 9, Cilegon, Sulawesi Selatan 52945",+62-0838-977-6766,ITEM109630,Meja Kantor,Akomodasi,145000.0,3,435000.0,Approved,CTR111641,0,4,1,2,0,5,2,17,191,12.983103608918753,11.884495917930655,-0.20240679972758052,0.3485574130148934,0.99999770115471,1,55,1,0.20103854591215667,1,3,1,0,9,0,38
procurement,PO78659731,EMP0019,Procurement,Bali,2024-02-09,2024-02-16,INV1641441,2024-02-12,2024-02-17,Perum Setiawan Tbk,2020-12-18,2021-08-05,FWMU25374041384559,"Jalan Tubagus Ismail No. 6, Mojokerto, JT 14393",0880091135,ITEM956118,AC,Transportasi,161000.0,1,161000.0,Approved,CTR320536,0,2,4,1,0,7,3,5,230,11.989165855127435,11.989165855127435,-0.22403672732136273,0.5649102985603559,0.9999937888584542,1,59,1,0.04304489422051445,1,6,0,7,0,0,25
procurement,PO53972796,EMP0106,HR,Jakarta,2022-10-02,2022-10-10,INV4952602,2022-10-05,2022-10-20,UD Manullang Uwais,2020-04-11,2021-03-04,GNZU00141691014906,"Jl. Cihampelas No. 19, Surabaya, KR 55305",+62 (0234) 933-3875,ITEM276991,Software License,Komunikasi,402000.0,1,402000.0,Approved,CTR609008,0,10,6,4,1,8,3,15,327,12.904209855160254,12.904209855160254,-0.20501186399982435,0.7349163895495621,0.9999975124439989,1,56,1,0.14678625730097317,1,1,2,1,14,0,40
procurement,PO6613670,EMP0020,HR,Bali,2024-09-15,2024-09-23,INV8427224,2024-09-16,2024-10-03,CV Firmansyah Tbk,2020-01-02,2020-10-03,SDVY06324548207290,"Jl. Wonoayu No. 768, Tomohon, ST 91772",+62-0808-352-1907,ITEM880026,Kendaraan Operasional,Makan & Hiburan,321000.0,1,321000.0,Approved,CTR258283,0,9,6,3,1,8,1,17,275,12.679199517372098,12.679199517372098,-0.21140611266805925,0.906777099499719,0.9999968847449073,1,48,1,0.06310442445455683,1,1,0,3,6,0,36
procurement,PO49350732,EMP0022,Operations,Surabaya,2024-05-17,2024-05-18,INV8658153,2024-05-21,2024-06-04,PT Mangunsong Tbk,2024-05-10,2024-05-20,CRLL88340639199277,"Gg. Sentot Alibasa No. 92, Bau-Bau, Kalimantan Barat 53213",(0283) 579 9312,ITEM360742,Kendaraan Operasional,Lain-lain,14488000.0,1,14488000.0,Approved,CTR165331,1,5,4,2,0,1,4,14,10,16.488831347568023,16.488831347568023,0.9069558735403818,17.434395385805793,0.9999999309773654,1,45,1,4.463982756603327,1,5,6,2,6,0,32
procurement,PO4139499,EMP0061,R&D,Makassar,2022-08-07,2022-08-13,INV2394870,2022-08-10,2022-08-21,PT Sihombing,2019-04-05,2020-04-14,PKVD10440938836581,"Gang Dipenogoro No. 8, Pagaralam, AC 50255",(080) 486 2441,ITEM102693,Proyektor,Akomodasi,340000.0,3,1019000.0,Approved,CTR247784,0,8,6,3,1,6,3,11,375,13.834333293558648,12.73670383776449,-0.15630505624302277,0.8165057560050032,0.9990186284131094,2,54,1,0.08521642339811009,1,7,3,0,11,0,33
expense,PO53434426,EMP0023,Procurement,Bandung,2022-06-14,2022-06-21,INV6508457,2022-06-17,2022-06-28,PT Palastri (Persero) Tbk,2019-11-22,2020-05-14,KTQH44021140087988,"Jl. Rajawali Timur No. 46, Samarinda, SN 84336",(012) 046 6346,ITEM978842,Catering,Transportasi,100000.0,3,300000.0,Approved,CTR166432,0,6,1,2,0,7,3,11,174,12.611541086966115,11.51293546492023,-0.21306388084130534,1.0526278855161912,0.9999966666777778,1,38,1,0.09402314597431388,0,6,1,7,2,0,37
expense,PO63429273,EMP0067,Legal,Bali,2023-05-02,2023-05-05,INV5721896,2023-05-06,2023-05-13,PD Permadi Nababan (Persero) Tbk,2021-04-02,2022-02-22,QQTX34512830372349,"Gg. Sentot Alibasa No. 4, Lubuklinggau, Sulawesi Tengah 08142",+62 (61) 943 2797,ITEM388394,Jasa Cleaning,Transportasi,124000.0,2,247000.0,Approved,CTR738926,0,5,1,2,0,3,4,7,326,12.417147664184915,11.728044909070785,-0.2172477719452121,0.8666636257416641,0.995963725952718,1,48,1,0.14608257433190355,0,3,0,7,4,0,34
procurement,PO50035635,EMP0022,R&D,Makassar,2023-05-02,2023-05-06,INV698269,2023-05-05,2023-05-24,UD Damanik,2019-03-31,2019-12-27,HRZM52300952149302,"Gg. Joyoboyo No. 7, Bogor, DKI Jakarta 10962",(072) 593 9182,ITEM141639,AC,Makan & Hiburan,113000.0,1,113000.0,Approved,CTR307909,0,5,1,2,0,4,3,19,271,11.635151947212842,11.635151947212842,-0.22782591171735378,0.31920813783011914,0.9999911505207919,1,47,1,0.0348170935599238,1,7,3,3,0,0,32
procurement,PO75784927,EMP0074,Operations,Makassar,2022-10-25,2022-10-28,INV-DUP-0038,2022-10-26,2022-11-08,PT Mangunsong Tbk,2021-06-06,2022-04-27,HQWZ87735970488559,"Gg. PHH. Mustofa No. 9, Surabaya, Sumatera Utara 60560",+62 (155) 623 4910,ITEM609397,Kamera,Akomodasi,1358000.0,1,1358000.0,Approved,CTR255475,1,10,1,4,0,3,1,13,325,14.121524323477532,14.121524323477532,-0.129543941446336,1.088140153733851,0.9999992636235172,1,45,2,0.8161227951441639,1,5,3,0,5,0,28
procurement,PO85059242,EMP0009,IT,Bali,2023-07-11,2023-07-12,INV9390625,2023-07-12,2023-07-27,UD Nuraini Simanjuntak (Persero) Tbk,2021-02-25,2021-08-27,UJMR05862662771977,"Jl. Soekarno Hatta No. 2, Probolinggo, AC 84843",086 209 6157,ITEM192718,Meja Kantor,Makan & Hiburan,160000.0,2,320000.0,Approved,CTR693273,0,7,1,3,0,1,1,15,183,12.676079399771027,11.982935344196433,-0.2114850540096424,0.9039522487224613,0.9999968750097656,1,48,1,0.14233894989371285,1,2,0,3,9,0,26
procurement,PO18807968,EMP0002,Legal,Bandung,2024-01-12,2024-01-21,INV8647402,2024-01-15,2024-01-19,PT Pratama Salahudin (Persero) Tbk,2019-06-15,2020-06-05,MVCG29606350186881,"Jl. Cikapayang No. 5, Mojokerto, Aceh 05421",+62-016-985-6696,ITEM994266,Software License,Makan & Hiburan,373000.0,1,373000.0,Approved,CTR857260,0,1,4,1,0,9,3,4,356,12.829336379587506,12.829336379587506,-0.2073011629057356,1.0536693399171189,0.9999973190420401,1,53,1,0.0361878970693964,1,3,1,3,14,0,32
